[Path of the Ranger: Day 1]<br>Binge-watching Ranger episodes.<br>Got 5 Speed Ups!	Day 1	//ログイン1日目獲得文章
[Path of the Ranger: Day 2]<br>Debated "Justice" for 6 straight hours.<br>Got 4 Rich Cats!	Day 2	//ログイン2日目獲得文章
[Path of the Ranger: Day 3]<br>Practiced flashy morphing poses.<br>Got 1 Rare Ticket!	Day 3	//ログイン3日目獲得文章
[Path of the Ranger: Day 4]<br>Offered heroic help with Mom's chores.<br>Got 4 Cat CPUs!	Day 4	//ログイン4日目獲得文章
[Path of the Ranger: Day 5]<br>Took a nice nap to recharge energy.<br>Got 2 Cat Tickets!	Day 5	//ログイン5日目獲得文章
[Path of the Ranger: Day 6]<br>Helped an old lady cross the street.<br>Got 1 Rare Ticket!	Day 6	//ログイン6日目獲得文章
[Path of the Ranger: Day 7]<br>Gave a tedious self-introduction.<br>Got 1 Treasure Radar!	Day 7	//ログイン7日目獲得文章
[Path of the Ranger: Day 8]<br>Fogged up helmet with heavy breathing.<br>Got 5 Sniper the Cats!	Day 8	//ログイン8日目獲得文章
[Path of the Ranger: Day 9]<br>Broke up a petty Cat fight.<br>Got 1 Rare Ticket!	Day 9	//ログイン9日目獲得文章
[Path of the Ranger: Day 10]<br>Forgot your morphing belt at home.<br>Got 3 Cat Tickets!	Day 10	EVOLVE at Level 10
[Path of the Ranger: Day 11]<br>Bought window curtains to use as a cape.<br>Got 4 Cat Jobs!	Day 11	//ログイン11日目獲得文章
[Path of the Ranger: Day 12]<br>Lured into a trap with catnip.<br>Got 1 Rare Ticket!	Day 12	//ログイン12日目獲得文章
[Path of the Ranger: Day 13]<br>Defeated the enemy via tickle torture.<br>Got 3 Rich Cats!	Day 13	//ログイン13日目獲得文章
[Path of the Ranger: Day 14]<br>Catchphrase drowned out by traffic noise.<br>Got 3 Cat CPUs!	Day 14	//ログイン14日目獲得文章
[Path of the Ranger: Day 15]<br>Signed your first fan autograph:<br>Got 1 Rare Ticket!	Day 15	//ログイン15日目獲得文章
[Path of the Ranger: Day 16]<br>Saved the world (in a dream).<br>Got 1 Treasure Radar!	Day 16	//ログイン16日目獲得文章
[Path of the Ranger: Day 17]<br>Chugged milk to build strong bones.<br>Got 3 Cat Jobs!	Day 17	//ログイン17日目獲得文章
[Path of the Ranger: Day 18]<br>Came up with your ultimate attack while on patrol.<br>Got 1 Rare Ticket!	Day 18	//ログイン18日目獲得文章
[Path of the Ranger: Day 19]<br>New best friend: muscle mass:.<br>Got 5 Speed Ups!	Day 19	//ログイン19日目獲得文章
[Path of the Ranger: Day 20]<br>Transformed for longer than 3 minutes!:<br>Got 3 Cat Tickets!	Day 20	//ログイン20日目獲得文章
[Path of the Ranger: Day 21]<br>Stood tall to defend the city from evil.<br>Got 1 Rare Ticket!	Day 21	//ログイン21日目獲得文章
[Path of the Ranger: Day 22]<br>Held the map upside down and got lost:<br>Got 3 Cat Jobs!	Day 22	//ログイン22日目獲得文章
[Path of the Ranger: Day 23]<br>Strategy review for the final showdown.<br>Got 3 Rich Cats!	Day 23	//ログイン23日目獲得文章
[Path of the Ranger: Day 24]<br>Infiltrated the Kaijin lair and...:<br>Got 1 Rare Ticket!	Day 24	//ログイン24日目獲得文章
[Path of the Ranger: Day 25]<br>Became best buds with a henchman.<br>Got 2 Cat Tickets!	Day 25	//ログイン25日目獲得文章
[Path of the Ranger: Day 26]<br>Basked in the warmth of fans' cheers.<br>Got 1 Treasure Radar!	Day 26	//ログイン26日目獲得文章
[Path of the Ranger: Day 27]<br>Stared down a mega Kaijin without flinching.<br>Got 1 Rare Ticket!	Day 27	//ログイン27日目獲得文章
[Path of the Ranger: Day 28]<br>Roasted for getting a Kaijin's name wrong.<br>Got 3 Cat CPUs!	Day 28	//ログイン28日目獲得文章
[Path of the Ranger: Day 29]<br>Dodged a fatal blow with an awkward stumble.<br>Got 5 Sniper the Cats!	Day 29	//ログイン29日目獲得文章
[Path of the Ranger: Day 30]<br>Beat a Kaijin in a spelling bee.<br>Got 1 Rare Ticket!	Day 30	//ログイン30日目獲得文章
