0,1,0,0,0,0,   //城番号
5000,9999999,1,1,1101,50,789,3,0,0,   //幅,    城体力,    生産最低F,生産最高F,    背景種類,    出現最大数,以後未使用
789,0,0,30,90,100,0,0,1,100
361,0,1,1000,8000,90000,9,9,0,15,50000,100
747,3,1,300,400,10200000,8,9,0,1400
257,1,1,300,400,10200000,0,1,1,1800
53,3,1,300,400,10000000,4,6,0,1400
258,4,1,300,400,10000000,1,1,0,1300
258,1,1,300,400,10000000,1,1,1,1300
54,3,1,300,400,9800000,4,6,0,1400
151,1,1,300,400,9800000,0,0,1,750
747,3,1,300,400,9600000,8,9,0,1300
257,1,1,300,400,9400000,0,1,1,1700
53,3,1,300,400,9200000,4,6,0,1300
258,4,1,300,400,9200000,1,1,0,1200
258,1,1,300,400,9200000,1,1,1,1200
54,3,1,300,400,9000000,4,6,0,1300
151,1,1,300,400,9000000,0,0,1,700
747,3,1,300,400,8800000,8,9,0,1200
257,1,1,300,400,8800000,0,1,1,1600
53,3,1,300,400,8600000,4,6,0,1200
258,4,1,300,400,8600000,1,1,0,1100
258,1,1,300,400,8600000,1,1,1,1100
54,3,1,300,400,8400000,4,6,0,1200
151,1,1,300,400,8400000,0,0,1,650
747,3,1,300,400,8200000,8,9,0,1100
257,1,1,300,400,8200000,0,1,1,1500
53,3,1,300,400,8000000,4,6,0,1100
258,4,1,300,400,8000000,1,1,0,1000
258,1,1,300,400,8000000,1,1,1,1000
54,3,1,300,400,7800000,4,6,0,1100
151,1,1,300,400,7800000,0,0,1,600
747,3,1,300,400,7600000,8,9,0,1000
257,1,1,300,400,7600000,0,1,1,1400
53,3,1,300,400,7400000,4,6,0,1000
258,4,1,300,400,7400000,1,1,0,900
258,1,1,300,400,7400000,1,1,1,900
54,3,1,300,400,7200000,4,6,0,1000
151,1,1,300,400,7200000,0,0,1,550
747,3,1,300,400,7000000,8,9,0,900
257,1,1,300,400,7000000,0,1,1,1300
53,3,1,300,400,6800000,4,6,0,900
258,4,1,300,400,6800000,1,1,0,800
258,1,1,300,400,6800000,1,1,1,800
54,3,1,300,400,6600000,4,6,0,900
151,1,1,300,400,6600000,0,0,1,500
747,3,1,300,400,6400000,8,9,0,800
257,1,1,300,400,6400000,0,1,1,1200
53,3,1,300,400,6200000,4,6,0,800
258,4,1,300,400,6200000,1,1,0,700
258,1,1,300,400,6200000,1,1,1,700
54,3,1,300,400,6000000,4,6,0,800
151,1,1,300,400,6000000,0,0,1,450
747,3,1,300,400,5800000,8,9,0,700
257,1,1,300,400,5800000,0,1,1,1100
53,3,1,300,400,5600000,4,6,0,700
258,4,1,300,400,5600000,1,1,0,600
258,1,1,300,400,5600000,1,1,1,600
54,3,1,300,400,5400000,4,6,0,700
151,1,1,300,400,5400000,0,0,1,400
747,3,1,300,400,5200000,8,9,0,600
257,1,1,300,400,5200000,0,1,1,1000
53,3,1,300,400,5000000,4,6,0,600
258,4,1,300,400,5000000,1,1,0,550
258,1,1,300,400,5000000,1,1,1,550
54,3,1,300,400,4800000,4,6,0,600
151,1,1,300,400,4800000,0,0,1,350
747,3,1,300,400,4600000,8,9,0,500
257,1,1,300,400,4600000,0,1,1,900
53,3,1,300,400,4400000,4,6,0,500
258,4,1,300,400,4400000,1,1,0,500
258,1,1,300,400,4400000,1,1,1,500
54,3,1,300,400,4200000,4,6,0,500
151,1,1,300,400,4200000,0,0,1,300
747,3,1,300,400,4000000,8,9,0,400
257,1,1,300,400,4000000,0,1,1,800
53,3,1,300,400,3800000,4,6,0,400
258,4,1,300,400,3800000,1,1,0,450
258,1,1,300,400,3800000,1,1,1,450
54,3,1,300,400,3600000,4,6,0,400
151,1,1,300,400,3600000,0,0,1,250
747,3,1,300,400,3400000,8,9,0,350
257,1,1,300,400,3400000,0,1,1,700
53,3,1,300,400,3200000,4,6,0,300
258,4,1,300,400,3200000,1,1,0,400
258,1,1,300,400,3200000,1,1,1,400
54,3,1,300,400,3000000,4,6,0,300
