[La Voie du Ranger : Jour 1]<br>Accro aux épisodes des Rangers<br>Tu as reçu 5 accélérations !	Jour 1	//ログイン1日目獲得文章
[La Voie du Ranger : Jour 2]<br>Débat de 6 h sur la « Justice »<br>Tu as reçu 4 Chats fortunés !	Jour 2	//ログイン2日目獲得文章
[La Voie du Ranger : Jour 3]<br>Entraînement à la transformation<br>Tu as reçu 1 ticket rare !	Jour 3	//ログイン3日目獲得文章
[La Voie du Ranger : Jour 4]<br>Aide héroïque aux corvées de maman<br>Tu as reçu 4 Chats numériques !	Jour 4	//ログイン4日目獲得文章
[La Voie du Ranger : Jour 5]<br>Sieste pour reprendre des forces<br>Tu as reçu 2 tickets Chapsules !	Jour 5	//ログイン5日目獲得文章
[La Voie du Ranger : Jour 6]<br>A aidé une mamie à traverser<br>Tu as reçu 1 ticket rare !	Jour 6	//ログイン6日目獲得文章
[La Voie du Ranger : Jour 7]<br>Présentation pénible<br>Tu as reçu 1 détecteur de trésor !	Jour 7	//ログイン7日目獲得文章
[La Voie du Ranger : Jour 8]<br>Casque embué et respiration lourde<br>Tu as reçu 5 Chats tireurs !	Jour 8	//ログイン8日目獲得文章
[La Voie du Ranger : Jour 9]<br>A mis fin à une vilaine bagarre<br>Tu as reçu 1 ticket rare !	Jour 9	//ログイン9日目獲得文章
[La Voie du Ranger : Jour 10]<br>Ceinture de transformation oubliée<br>Tu as reçu 3 tickets Chapsules !	Jour 10	Évolution au niv. 10
[La Voie du Ranger : Jour 11]<br>Transformation d’un rideau en cape<br>Tu as reçu 4 Chats diplômés !	Jour 11	//ログイン11日目獲得文章
[La Voie du Ranger : Jour 12]<br>Pris dans un piège à herbe à chat<br>Tu as reçu 1 ticket rare !	Jour 12	//ログイン12日目獲得文章
[La Voie du Ranger : Jour 13]<br>Ennemi vaincu par chatouilles<br>Tu as reçu 3 Chats fortunés !	Jour 13	//ログイン13日目獲得文章
[La Voie du Ranger : Jour 14]<br>Réplique culte inaudible<br>Tu as reçu 3 Chats numériques !	Jour 14	//ログイン14日目獲得文章
[La Voie du Ranger : Jour 15]<br>Première signature d’autographe<br>Tu as reçu 1 ticket rare !	Jour 15	//ログイン15日目獲得文章
[La Voie du Ranger : Jour 16]<br>A sauvé le monde (en rêve)<br>Tu as reçu 1 détecteur de trésor !	Jour 16	//ログイン16日目獲得文章
[La Voie du Ranger : Jour 17]<br>A bu du lait pour renforcer ses os<br>Tu as reçu 3 Chats diplômés !	Jour 17	//ログイン17日目獲得文章
[La Voie du Ranger : Jour 18]<br>A mis au point l’attaque ultime<br>Tu as reçu 1 ticket rare !	Jour 18	//ログイン18日目獲得文章
[La Voie du Ranger : Jour 19]<br>Focalisation : masse musculaire<br>Tu as reçu 5 accélérations !	Jour 19	//ログイン19日目獲得文章
[La Voie du Ranger : Jour 20]<br>Plus de 3 min de transformation !<br>Tu as reçu 3 tickets Chapsules !	Jour 20	//ログイン20日目獲得文章
[La Voie du Ranger : Jour 21]<br>A fièrement repoussé le mal<br>Tu as reçu 1 ticket rare !	Jour 21	//ログイン21日目獲得文章
[La Voie du Ranger : Jour 22]<br>Perdu car la carte était à l’envers<br>Tu as reçu 3 Chats diplômés !	Jour 22	//ログイン22日目獲得文章
[La Voie du Ranger : Jour 23]<br>Point stratégie avant combat final<br>Tu as reçu 3 Chats fortunés !	Jour 23	//ログイン23日目獲得文章
[La Voie du Ranger : Jour 24]<br>Infiltration du repaire du Kaijin...<br>Tu as reçu 1 ticket rare !	Jour 24	//ログイン24日目獲得文章
[La Voie du Ranger : Jour 25]<br>S’est fait un ami parmi les sbires<br>Tu as reçu 2 tickets Chapsules !	Jour 25	//ログイン25日目獲得文章
[La Voie du Ranger : Jour 26]<br>Bain de foule parmi les fans<br>Tu as reçu 1 détecteur de trésor !	Jour 26	//ログイン26日目獲得文章
[La Voie du Ranger : Jour 27]<br>Affrontement sans peur d’un Kaijin<br>Tu as reçu 1 ticket rare !	Jour 27	//ログイン27日目獲得文章
[La Voie du Ranger : Jour 28]<br>A écorché le nom d’un Kaijin<br>Tu as reçu 3 Chats numériques !	Jour 28	//ログイン28日目獲得文章
[La Voie du Ranger : Jour 29]<br>Coup fatal maladroitement évité<br>Tu as reçu 5 Chats tireurs !	Jour 29	//ログイン29日目獲得文章
[La Voie du Ranger : Jour 30]<br>Dictée gagnée face à un Kaijin<br>Tu as reçu 1 ticket rare !	Jour 30	//ログイン30日目獲得文章
