1,1,0,0,0,0,   //城番号,,,,,,
5300,2000000,1,1,222,50,0,0,0,0,,,
170,0,50,150,250,100,8,9,0,2400
125,2,200,400,500,100,8,9,0,300
182,1,200,1000,1100,100,1,1,0,1200,0,0
180,2,250,1200,1200,100,2,2,0,1500,0,0
181,1,600,30,90,100,0,0,1,100,0,0
274,3,800,1000,1100,100,3,7,0,1000,0,0
640,2,1000,850,900,100,3,7,0,100,0,0
125,0,1000,350,400,100,8,9,0,300,0,0
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
//敵は１ステージ最大１０種類,,,,,,,,,,,,
