			0	22	777	301	0
		미안하다냥. 일이 생겨서…<br>다음에 또 이야기하자냥!<br>너무 아쉬워하지 마라냥!<br>대신 이걸 선물하겠다냥!	0	22	300
1	0	냐앙~<br>네 도움이 필요하다냥	2
2	0	최근 괴인들의 기세가<br>점점 강해지고 있다냥	3
3	0	괴인들이 너무 많아져서<br>냥코 레인저만으로는<br>전부 대처가 안 된다냥<br>고양이 손이라도 빌리고 싶은 상황이다냥	4
4	0	그래서 네게<br>부탁하고 싶은 게 있는데<br>들어주겠냥?	5	20
5	0	고맙다냥~<br>덕분에 살았다냥	6
6	0	레인저 입단 테스트를<br>받았으면 한다냥	7
7	0	마지막 테스트까지 통과해서<br>레인저가 되어 달라냥	8
8	0	그리고 우리 함께 마을의<br>평화를 지키자냥	9
9	0	테스트에 합격할 수 있게<br>내가 도울 테니<br>매일 만나러 와 달라냥	10
10	0	그리고 냥코대전쟁을<br>친구들에게 추천해 달라냥~!	11
11	0	레인저가 많으면 많을수록<br>세계에 평화가 찾아올 거다냥!	12
12	0	세계 평화를 위해<br>친구도 함께 레인저가<br>되어 줬으면 좋겠다냥~	13
13	0	친구에게 냥코대전쟁을 추천하고<br>함께 세계 평화를 위해 싸우는 거다냥	14
14	0	그리고 가능하면<br>직장 동료나 가족에게도<br>추천해 달라냥~!	15
15	0	물론 공짜로 부탁하는 건 아니다냥<br>부탁을 들어주면<br><flash>고양이 통조림을 잔뜩</flash><br>주겠다냥	16
16	0	너랑 네 친구와<br>함께 싸울 그날을<br>기대하고 있겠다냥	17
17	0	그럼 당장 내일부터<br>1차 테스트를 볼 수 있도록<br>준비해 놓겠다냥	18
18	16	꼭 내일 다시 와야 한다냥!<br>올 때까지 숨 참고<br>기다리고 있겠다냥~	101
20	0	헬멧을 쓰고 있어서<br>잘 안 들렸다냥<br>다시 한번 말해 달라냥	21
21	0	네게 부탁하고 싶은 게 있는데<br>들어주겠냐냥?	5	20
101	0	또 보러 와 줘서 고맙다냥!<br>정말 기쁘다냥	102
102	0	친구들에게<br>냥코대전쟁을 추천해 줬을까냥?	103	120
103	0	고맙다냥!<br>이 기세라면 83억 레인저도<br>꿈이 아닐 거다냥!	104
104	0	오늘은 1차 테스트인<br>「서류 전형」에 필요한<br>서류를 준비할 거다냥	105
105	0	1차 테스트에서는<br>레인저가 될 자격이 있는지<br>확인한다고 한다냥	106
106	0	문제는 이 서류가<br>222페이지나 될 만큼<br>엄청난 양이냥<br>너무 많다냥	107
107	0	그치만 걱정 마라냥<br>야옹컴으로<br>마지막 질문만 빼고<br>전부 채워 놨다냥	108
108	0	좋아하는 사자성어에<br>「지방흡입」이라고 적혀 있지만<br>문제없을 거다냥	109
109	0	그럼 마지막 질문만<br>신중하게 대답해 달라냥<br>무척 중요한 질문이다냥	110
110	0	「냥코 레인저 중에서<br>가장 좋아하는 냥코는?」	111
111	0	정말 고민되는 질문이다냥<br>네 대답이 기대된다냥	112
112	0	제일 좋아하는 냥코는<br>태양처럼 뜨거운<br>레드 냥코 맞지냥?	113	130
113	0	고맙다냥<br>정말 정말 기쁘다냥	114
114	0	한 치의 망설임도 없이<br>대답해 줘서 뿌듯하다냥<br>가장 큰 글씨로<br>레드 냥코라 적어 놓겠다냥	115
115	0	이걸로 서류 준비는 완벽하다냥<br>내가 책임지고<br>제출하겠다냥	116
116	0	결과는 내일<br>말해 주겠다냥!<br>기대해 달라냥	117
117	16	그럼 내일 또 만나자냥!<br>냥코대전쟁을 추천하는 것도<br>잊지 말아 달라냥~	201
120	0	냥~~~!!<br>마을의 평화를 지키기 위해서다냥!<br>꼭 부탁한다냥~	121
121	0	내일은 꼭 친구를<br>초대해 주는 거다냥!	122
122	0	약속이다냥~<br>엄지손가락 도장 꾹!	104
130	0	어떤 상황에서도 꺾이지 않는<br>레드 냥코가<br>가장 좋지냥?	113	150
150	0	굳이 고르자면<br>레드 냥코가 최고지냥?	113	151
151	0	…………	152
152	0	처음부터 다시 물어볼 테니<br>내 눈을 똑바로 보고 대답해 달라냥	112
201	0	기다리고 있었다냥<br>오늘도 와 줘서 고맙다냥!	202
202	0	친구에게<br>냥코대전쟁을 추천해 줬을까냥?	203	230
203	0	고맙다냥!<br>덕분에 냥코 레인저의 전력이<br>더욱 파워 업됐다냥	204
204	0	냥코 레인저 절찬리 동료 모집 중!<br>앞으로도 추천해 주면 좋겠다냥!	205
205	0	오늘은<br>1차 테스트의 결과를<br>전하러 왔다냥	206
206	0	결과는……	207
207	0	…………	208
208	0	합격이다냥!<br>해냈다냥	209
