18,0,0,0,0,0,   //城番号
6000,1500000,1,1,1060,20,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
4,5,50,30,50,100,7,9,0,4800
116,3,150,150,200,100,7,9,0,600
699,2,300,600,650,100,7,9,0,100
555,10,400,300,400,100,7,9,0,720
558,2,600,1400,1450,100,4,6,0,360
116,0,800,350,450,100,7,9,0,600
4,5,1000,30,50,100,7,9,0,4800
4,5,1300,30,50,100,7,9,0,4800
699,1,1300,1,1,100,7,9,0,100
651,1,1400,1,1,100,1,3,0,300
699,2,1800,600,650,100,7,9,0,100
4,3,2000,30,50,100,7,9,0,4800
651,1,2200,1,1,100,1,3,0,300
4,3,2800,30,50,100,7,9,0,4800
4,5,3600,30,50,100,7,9,0,4800
788,1,100,30,90,100,0,0,1,100
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,


//敵は１ステージ最大１０種類
