0,1,0,0,0,0,   //城番号
5000,9999999,1,1,1102,50,789,3,0,0,   //幅,    城体力,    生産最低F,生産最高F,    背景種類,    出現最大数,以後未使用
789,0,0,30,90,100,0,0,1,100
361,0,1,1000,8000,90000,9,9,0,15,50000,100
256,3,1,300,400,10200000,8,9,0,1400
162,1,1,300,400,10200000,0,1,1,1600
117,3,1,300,400,10000000,4,6,0,1400
617,4,1,300,400,10000000,1,1,0,1300
617,1,1,300,400,10000000,1,1,1,1300
115,3,1,300,400,9800000,4,6,0,1400
121,1,1,300,400,9800000,0,0,1,750
256,3,1,300,400,9600000,8,9,0,1300
162,1,1,300,400,9400000,0,1,1,1500
117,3,1,300,400,9200000,4,6,0,1300
617,4,1,300,400,9200000,1,1,0,1200
617,1,1,300,400,9200000,1,1,1,1200
115,3,1,300,400,9000000,4,6,0,1300
121,1,1,300,400,9000000,0,0,1,700
256,3,1,300,400,8800000,8,9,0,1200
162,1,1,300,400,8800000,0,1,1,1400
117,3,1,300,400,8600000,4,6,0,1200
617,4,1,300,400,8600000,1,1,0,1100
617,1,1,300,400,8600000,1,1,1,1100
115,3,1,300,400,8400000,4,6,0,1200
121,1,1,300,400,8400000,0,0,1,650
256,3,1,300,400,8200000,8,9,0,1100
162,1,1,300,400,8200000,0,1,1,1300
117,3,1,300,400,8000000,4,6,0,1100
617,4,1,300,400,8000000,1,1,0,1000
617,1,1,300,400,8000000,1,1,1,1000
115,3,1,300,400,7800000,4,6,0,1100
121,1,1,300,400,7800000,0,0,1,600
256,3,1,300,400,7600000,8,9,0,1000
162,1,1,300,400,7600000,0,1,1,1200
117,3,1,300,400,7400000,4,6,0,1000
617,4,1,300,400,7400000,1,1,0,900
617,1,1,300,400,7400000,1,1,1,900
115,3,1,300,400,7200000,4,6,0,1000
121,1,1,300,400,7200000,0,0,1,550
256,3,1,300,400,7000000,8,9,0,900
162,1,1,300,400,7000000,0,1,1,1100
117,3,1,300,400,6800000,4,6,0,900
617,4,1,300,400,6800000,1,1,0,800
617,1,1,300,400,6800000,1,1,1,800
115,3,1,300,400,6600000,4,6,0,900
121,1,1,300,400,6600000,0,0,1,500
256,3,1,300,400,6400000,8,9,0,800
162,1,1,300,400,6400000,0,1,1,1000
117,3,1,300,400,6200000,4,6,0,800
617,4,1,300,400,6200000,1,1,0,700
617,1,1,300,400,6200000,1,1,1,700
115,3,1,300,400,6000000,4,6,0,800
121,1,1,300,400,6000000,0,0,1,450
256,3,1,300,400,5800000,8,9,0,700
162,1,1,300,400,5800000,0,1,1,900
117,3,1,300,400,5600000,4,6,0,700
617,4,1,300,400,5600000,1,1,0,600
617,1,1,300,400,5600000,1,1,1,600
115,3,1,300,400,5400000,4,6,0,700
121,1,1,300,400,5400000,0,0,1,400
256,3,1,300,400,5200000,8,9,0,600
162,1,1,300,400,5200000,0,1,1,800
117,3,1,300,400,5000000,4,6,0,600
617,4,1,300,400,5000000,1,1,0,550
617,1,1,300,400,5000000,1,1,1,550
115,3,1,300,400,4800000,4,6,0,600
121,1,1,300,400,4800000,0,0,1,350
256,3,1,300,400,4600000,8,9,0,500
162,1,1,300,400,4600000,0,1,1,700
117,3,1,300,400,4400000,4,6,0,500
617,4,1,300,400,4400000,1,1,0,500
617,1,1,300,400,4400000,1,1,1,500
115,3,1,300,400,4200000,4,6,0,500
121,1,1,300,400,4200000,0,0,1,300
256,3,1,300,400,4000000,8,9,0,400
162,1,1,300,400,4000000,0,1,1,600
117,3,1,300,400,3800000,4,6,0,400
617,4,1,300,400,3800000,1,1,0,450
617,1,1,300,400,3800000,1,1,1,450
115,3,1,300,400,3600000,4,6,0,400
121,1,1,300,400,3600000,0,0,1,250
256,3,1,300,400,3400000,8,9,0,350
162,1,1,300,400,3400000,0,1,1,500
117,3,1,300,400,3200000,4,6,0,300
617,4,1,300,400,3200000,1,1,0,400
617,1,1,300,400,3200000,1,1,1,400
115,3,1,300,400,3000000,4,6,0,300
121,1,1,300,400,3000000,0,0,1,200
