【成為戰隊成員之路 第1天】<br>決定每天都要看戰隊節目<br>恭喜獲得「加速＋5」！	第1天	//ログイン1日目獲得文章
【成為戰隊成員之路 第2天】<br>花了6個小時討論正義<br>恭喜獲得「土豪貓＋4」！	第2天	//ログイン2日目獲得文章
【成為戰隊成員之路 第3天】<br>設計了一個超帥的變身姿勢<br>恭喜獲得「稀有券＋1」！	第3天	//ログイン3日目獲得文章
【成為戰隊成員之路 第4天】<br>幫媽媽做了家事<br>恭喜獲得「貓型電腦＋4」！	第4天	//ログイン4日目獲得文章
【成為戰隊成員之路 第5天】<br>為了充電休息了一下<br>恭喜獲得「貓咪轉蛋券＋2」！	第5天	//ログイン5日目獲得文章
【成為戰隊成員之路 第6天】<br>幫助了遇到困難的老奶奶<br>恭喜獲得「稀有券＋1」！	第6天	//ログイン6日目獲得文章
【成為戰隊成員之路 第7天】<br>發表了一段冗長的自我介紹<br>恭喜獲得「寶物雷達＋1」！	第7天	//ログイン7日目獲得文章
【成為戰隊成員之路 第8天】<br>頭盔被呼氣弄得起霧了<br>恭喜獲得「狙擊手＋5」！	第8天	//ログイン8日目獲得文章
【成為戰隊成員之路 第9天】<br>調解了貓咪之間的爭執<br>恭喜獲得「稀有券＋1」！	第9天	//ログイン9日目獲得文章
【成為戰隊成員之路 第10天】<br>把變身道具忘在家裡了<br>恭喜獲得「貓咪轉蛋券＋3」！	第10天	//ログイン10日目獲得文章
【成為戰隊成員之路 第11天】<br>把窗簾當成披風買回家了<br>恭喜獲得「洞悉先機＋4」！	第11天	//ログイン11日目獲得文章
【成為戰隊成員之路 第12天】<br>被貓薄荷誘惑而中了敵人的陷阱<br>恭喜獲得「稀有券＋1」！	第12天	//ログイン12日目獲得文章
【成為戰隊成員之路 第13天】<br>用搔癢打敗了敵人<br>恭喜獲得「土豪貓＋3」！	第13天	//ログイン13日目獲得文章
【成為戰隊成員之路 第14天】<br>招牌台詞被噪音蓋了過去<br>恭喜獲得「貓型電腦＋3」！	第14天	//ログイン14日目獲得文章
【成為戰隊成員之路 第15天】<br>第一次簽了名<br>恭喜獲得「稀有券＋1」！	第15天	//ログイン15日目獲得文章
【成為戰隊成員之路 第16天】<br>在夢裡拯救了世界<br>恭喜獲得「寶物雷達＋1」！	第16天	//ログイン16日目獲得文章
【成為戰隊成員之路 第17天】<br>為了長得更高喝了牛奶<br>恭喜獲得「洞悉先機＋3」！	第17天	//ログイン17日目獲得文章
【成為戰隊成員之路 第18天】<br>巡邏時想出了大絕招<br>恭喜獲得「稀有券＋1」！	第18天	//ログイン18日目獲得文章
【成為戰隊成員之路 第19天】<br>恭喜獲得了名為肌肉的夥伴<br>恭喜獲得「加速＋5」！	第19天	//ログイン19日目獲得文章
【成為戰隊成員之路 第20天】<br>變身超過3分鐘還沒解除<br>恭喜獲得「貓咪轉蛋券＋3」！	第20天	//ログイン20日目獲得文章
【成為戰隊成員之路 第21天】<br>為了守護城鎮挺身而出對抗怪人<br>恭喜獲得「稀有券＋1」！	第21天	//ログイン21日目獲得文章
【成為戰隊成員之路 第22天】<br>地圖拿反結果迷路了<br>恭喜獲得「洞悉先機＋3」！	第22天	//ログイン22日目獲得文章
【成為戰隊成員之路 第23天】<br>為最終決戰複習了必殺技<br>恭喜獲得「土豪貓＋3」！	第23天	//ログイン23日目獲得文章
【成為戰隊成員之路 第24天】<br>在怪人的秘密據點裡<br>發現「稀有券＋1」！	第24天	//ログイン24日目獲得文章
【成為戰隊成員之路 第25天】<br>與敵方小兵們意氣相投<br>恭喜獲得「貓咪轉蛋券＋2」！	第25天	//ログイン25日目獲得文章
【成為戰隊成員之路 第26天】<br>收到大家的加油打氣而心頭一暖<br>恭喜獲得「寶物雷達＋1」！	第26天	//ログイン26日目獲得文章
【成為戰隊成員之路 第27天】<br>面對強大的怪人也毫不退縮<br>恭喜獲得「稀有券＋1」！	第27天	//ログイン27日目獲得文章
【成為戰隊成員之路 第28天】<br>搞錯怪人的名字被罵了<br>恭喜獲得「貓型電腦＋3」！	第28天	//ログイン28日目獲得文章
【成為戰隊成員之路 第29天】<br>跌倒反而閃過了大招<br>恭喜獲得「狙擊手＋5」！	第29天	//ログイン29日目獲得文章
【成為戰隊成員之路 第30天】<br>用文字接龍打敗了怪人<br>恭喜獲得「稀有券＋1」！	第30天	//ログイン30日目獲得文章
