Login Stamp No. 1!<br>You got 5,000 XP!	Day 1
Login Stamp No. 2!<br>You got 1 Speed Up!	Day 2
Login Stamp No. 3!<br>You got 1 Cat CPU!	Day 3
Login Stamp No. 4!<br>You got 10,000 XP!	Day 4
Login Stamp No. 5!<br>You got "Saber the Cat"<br>and 1 Cat Ticket!	Day 5
Login Stamp No. 6!<br>You got 1 Rich Cat!	Day 6
Login Stamp No. 7!<br>You got 1 Sniper the Cat!	Day 7
Login Stamp No. 8!<br>You got 15,000 XP!	Day 8
Login Stamp No. 9!<br>You got 1 Cat Jobs!	Day 9
Login Stamp No. 10!<br>You got "Shirou Cat"<br>and 1 Rare Ticket!	Day 10
Login Stamp No. 11!<br>You got 1 Speed Up!	Day 11
Login Stamp No. 12!<br>You got 20,000 XP!	Day 12
Login Stamp No. 13!<br>You got 1 Treasure Radar!	Day 13
Login Stamp No. 14!<br>You got 1 Cat CPU!	Day 14
Login Stamp No. 15!<br>You got 1 Cat Jobs!	Day 15
Login Stamp No. 16!<br>You got 25,000 XP!	Day 16
Login Stamp No. 17!<br>You got 1 Rich Cat!	Day 17
