[Via del Ranger: giorno 1]<br>Maratona episodi dei Ranger.<br>5 accelerazioni!	Giorno 1	//ログイン1日目獲得文章
[Via del Ranger: giorno 2]<br>Discusso di "giustizia" per sei ore di fila.<br>4 Gatti ricconi!	Giorno 2	//ログイン2日目獲得文章
[Via del Ranger: giorno 3]<br>Esercitazione prove plastiche di trasformazione.<br>1 biglietto raro!	Giorno 3	//ログイン3日目獲得文章
[Via del Ranger: giorno 4]<br>Eroica assistenza alla mamma nei lavori di casa.<br>4 Gatti CPU!	Giorno 4	//ログイン4日目獲得文章
[Via del Ranger: giorno 5]<br>Pisolino per recuperare energia.<br>2 miaobiglietti!	Giorno 5	//ログイン5日目獲得文章
[Via del Ranger: giorno 6]<br>Assistenza a vecchietta per attraversare la strada.<br>1 biglietto raro!	Giorno 6	//ログイン6日目獲得文章
[Via del Ranger: giorno 7]<br>Auto-presentazione noiosissima.<br>1 Radar tesori!	Giorno 7	//ログイン7日目獲得文章
[Via del Ranger: giorno 8]<br>Casco appannato per il respiro affannoso.<br>5 Gatti cecchini!	Giorno 8	//ログイン8日目獲得文章
[Via del Ranger: giorno 9]<br>Lite tra gatti scongiurata.<br>1 biglietto raro!	Giorno 9	//ログイン9日目獲得文章
[Via del Ranger: giorno 10]<br>Cintura della trasformazione dimenticata a casa.<br>3 miaobiglietti!	Giorno 10	EVOLUZIONE al livello 10
[Via del Ranger: giorno 11]<br>Acquisto tende per finestra da usare come mantello.<br>4 Gatti secchioni!	Giorno 11	//ログイン11日目獲得文章
[Via del Ranger: giorno 12]<br>Adescamento in una trappola con erba gatta.<br>1 biglietto raro!	Giorno 12	//ログイン12日目獲得文章
[Via del Ranger: giorno 13]<br>Nemico sconfitto con tortura del solletico.<br>3 Gatti ricconi!	Giorno 13	//ログイン13日目獲得文章
[Via del Ranger: giorno 14]<br>Slogan sommerso dal rumore del traffico.<br>3 Gatti CPU!	Giorno 14	//ログイン14日目獲得文章
[Via del Ranger: giorno 15]<br>Primo autografo firmato.<br>1 biglietto raro!	Giorno 15	//ログイン15日目獲得文章
[Via del Ranger: giorno 16]<br>Mondo salvato (in sogno).<br>1 Radar tesori!	Giorno 16	//ログイン16日目獲得文章
[Via del Ranger: giorno 17]<br>Bevuto latte per rafforzare le ossa.<br>3 Gatti secchioni!	Giorno 17	//ログイン17日目獲得文章
[Via del Ranger: giorno 18]<br>Attacco definitivo escogitato durante una pattuglia.<br>1 biglietto raro!	Giorno 18	//ログイン18日目獲得文章
[Via del Ranger: giorno 19]<br>Nuova migliore amica: la massa muscolare.<br>5 accelerazioni!	Giorno 19	//ログイン19日目獲得文章
[Via del Ranger: giorno 20]<br>Trasformazione durata più di 3 minuti!<br>3 miaobiglietti!	Giorno 20	//ログイン20日目獲得文章
[Via del Ranger: giorno 21]<br>Città fieramente difesa dai malvagi.<br>1 biglietto raro!	Giorno 21	//ログイン21日目獲得文章
[Via del Ranger: giorno 22]<br>Piccola perdita di orientamento causa mappa capovolta.<br>3 Gatti secchioni!	Giorno 22	//ログイン22日目獲得文章
[Via del Ranger: giorno 23]<br>Revisione strategia per lo scontro finale.<br>3 Gatti ricconi!	Giorno 23	//ログイン23日目獲得文章
[Via del Ranger: giorno 24]<br>Penetrazione nel covo Kaijin e...<br>1 biglietto raro!	Giorno 24	//ログイン24日目獲得文章
[Via del Ranger: giorno 25]<br>Fatto amicizia con un tirapiedi.<br>2 miaobiglietti!	Giorno 25	//ログイン25日目獲得文章
[Via del Ranger: giorno 26]<br>Goduto del calore degli applausi dei fan.<br>1 Radar tesori!	Giorno 26	//ログイン26日目獲得文章
[Via del Ranger: giorno 27]<br>Kaijin gigantesco fissato negli occhi senza battere ciglio.<br>1 biglietto raro!	Giorno 27	//ログイン27日目獲得文章
[Via del Ranger: giorno 28]<br>Subito rimprovero per aver sbagliato il nome di un Kaijin.<br>3 Gatti CPU!	Giorno 28	//ログイン28日目獲得文章
[Via del Ranger: giorno 29]<br>Colpo fatale schivato inciampando in modo goffo.<br>5 Gatti cecchini!	Giorno 29	//ログイン29日目獲得文章
[Via del Ranger: giorno 30]<br>Kaijin battuto in una gara di spelling.<br>1 biglietto raro!	Giorno 30	//ログイン30日目獲得文章
